   1  ,   4
   2  ,   0
   3  ,   1
   4  ,   0
   5  ,   2
   6  ,   0
   7  ,   1
   8  ,   1
   9  ,   0
  10  ,   0
  11  ,   3
  12  ,   0
  13  ,   0
  14  ,   1
  15  ,   0
  16  ,   0
  17  ,   0
  18  ,   2
  19  ,   1
  20  ,   0
  21  ,   0
  22  ,   0
  23  ,   0
  24  ,   0
  25  ,   0
  26  ,   0
  27  ,   0
  28  ,   0
  29  ,   1
  30  ,   3
  31  ,   0
  32  ,   2
  33  ,   0
  34  ,   0
  35  ,   0
  36  ,   0
  37  ,   1
  38  ,   0
  39  ,   0
  40  ,   0
  41  ,   3
  42  ,   1
  43  ,   1
  44  ,   0
  45  ,   0
  46  ,   1
  47  ,   0
  48  ,   0
  49  ,   0
  50  ,   0
  51  ,   0
  52  ,   0
  53  ,   0
  54  ,   0
  55  ,   0
  56  ,   0
  57  ,   0
  58  ,   0
  59  ,   0
  60  ,   0
  61  ,   0
  62  ,   4
  63  ,   3
  64  ,   0
  65  ,   0
  66  ,   7
  67  ,   0
  68  ,   0
  69  ,   1
  70  ,   0
  71  ,   2
  72  ,   0
  73  ,   0
  74  ,   0
  75  ,   0
  76  ,   0
  77  ,   0
  78  ,   0
  79  ,   0
  80  ,   0
  81  ,   0
  82  ,   0
  83  ,   1
  84  ,   0
  85  ,   0
  86  ,   0
  87  ,   0
  88  ,   0
  89  ,   0
  90  ,   1
  91  ,   9
  92  ,   0
  93  ,   0
  94  ,   2
  95  ,   0
  96  ,   0
  97  ,   1
  98  ,   0
  99  ,   0
 100  ,   5
 101  ,   0
 102  ,   0
 103  ,   0
 104  ,   0
 105  ,   0
 106  ,   0
 107  ,   0
 108  ,   0
 109  ,   0
 110  ,   1
 111  ,   1
 112  ,   2
 113  ,   0
 114  ,   0
 115  ,   0
 116  ,   5
 117  ,   0
 118  ,   0
 119  ,   0
 120  ,   0
 121  ,   0
 122  ,   1
 123  ,   0
 124  ,  11
 125  ,   0
 126  ,   0
 127  ,   0
 128  ,   0
 129  ,   0
 130  ,   2
 131  ,   6
 132  ,   1
 133  ,   0
 134  ,   1
 135  ,   0
 136  ,   0
 137  ,   0
 138  ,   6
 139  ,   1
 140  ,   0
 141  ,   1
 142  ,   1
 143  ,   0
 144  ,   4
 145  ,   3
 146  ,   0
 147  ,   0
 148  ,   1
 149  ,   0
 150  ,   3
 151  ,   0
 152  ,   1
 153  ,   0
 154  ,   4
 155  ,   0
 156  ,   0
 157  ,   0
 158  ,   0
 159  ,   0
 160  ,   0
 161  ,   0
 162  ,   1
 163  ,   0
 164  ,   0
 165  ,   0
 166  ,   3
 167  ,   0
 168  ,   0
 169  ,   0
 170  ,   0
 171  ,   0
 172  ,   0
 173  ,   0
 174  ,   2
 175  ,   0
 176  ,   0
 177  ,   0
 178  ,   1
 179  ,   0
 180  ,   1
 181  ,   0
 182  ,   0
 183  ,   3
 184  ,   0
 185  ,   2
 186  ,   0
 187  ,   0
 188  ,   0
 189  ,   0
 190  ,   0
 191  ,   0
 192  ,   4
 193  ,   0
 194  ,   2
 195  ,   0
 196  ,   4
 197  ,   0
 198  ,   1
 199  ,   0
 200  ,   1
 201  ,   0
 202  ,   0
 203  ,   0
 204  ,   0
 205  ,   0
 206  ,   0
 207  ,   5
 208  ,   0
 209  ,   0
 210  ,   0
2936  ,   5
2942  ,   1
2948  ,   3
2959  ,   5
2964  ,   6
2967  ,   2
2980  ,   2
2993  ,   0
3005  ,   7
3010  ,   7
3012  ,   2
3017  ,   4
3026  ,   0
3032  ,   3
3035  ,   2
3039  ,   1
3048  ,   2
3057  ,   6
3062  ,   4
3065  ,   2
3071  ,   1
3078  ,   2
3086  ,   2
3093  ,   1
3100  ,   1
3111  ,   2
3114  ,   6
3115  ,   1
3120  ,   7
3139  ,   5
3150  ,  16
3163  ,   2
3166  ,   0
3173  ,   0
3176  ,   0
3183  ,  10
3194  ,   4
3205  ,   0
3240  ,   1
3265  ,   0
3278  ,   6