Id,Label,Director
2195,ARCHIBALD M. PENTZ,1
2196,WILLIAM FELSINGER,1
2197,C.W. BRINCKERHOFF,1
2198,RUFUS H. WOOD,1
2199,JOHN WEBBER,1
2200,EIBE D. CORDTS,1
2201,DANIEL HOFFMAN,1
2202,FREDERICK HUGHSON,1
2203,W.H. JACKSON,1
2204,JAMES L. WANDLING,1
2205,"JOHN WEBBER, JR.",1
2206,BENJAMIN A. WILLIAMS,1
2207,OSBORN W. BRIGHT,1
2208,L. CARROLL ROOT,1
2209,ZELAH VAN LOAN,1
2210,"CHARLES R. BRAINE, JR.",1
2211,JAMES E. KEELER,1
2212,H.W. WHIPPLE,1
2213,WILLIAM F. BUCKLEY,1
2214,FREDERIC R. COUDERT,1
2215,ABRAM M. HYATT,1
2216,STUART G. NELSON,1
2217,CHARLES M. SCHWAB,1
2218,FRANK W. STEARNS,1
2219,L.H. BELLAMY,1
2220,ALBERT SCHIFFERS,1
2221,L.B. FOLEY,1
2222,A.L. ANGLE,1
2223,J.B. SABINE,1
2224,H.A. BELLAMY,1
2225,H.I. FOLEY,1
2226,K.B. FOSTER,1
2227,F.A. HARTUNG,1
2228,E. NICHOLS,1
2229,J.W. PALMER,1
2230,H.L. STORKE,1
2231,"PETER DOELGER, JR.",1
2232,LOUIS H. HOLLOWAY,1
2233,CHARLES P. DOELGER,1
2234,THOMAS J. DUNN,1
2235,WILLIAM FOSTER,1
2236,FRITZ HANDRICH,1
2237,JOHN J. HARRINGTON,1
2238,CHARLES PALM,1
2239,R.C. RATHBONE,1
2240,JOHN RIEFE,1
2241,HARRY S. ROTHSCHILD,1
2242,JOHN SLATTERLY,1
2243,JOHN A. STRALEY,1
2244,WILLIAM H. CHESEBROUGH,1
2245,RICHARD J. SCOLES,1
2246,E.C. LOCKWOOD,1
2247,D.S. SCUDIER,1
2248,HORACE E. ANDREWS,1
2249,H.S. BLACK,1
2250,HEMAN DOWD,1
2252,JOHN HONE,1
2253,JAMES JOURDAN,1
2254,JAMES S. KUHN,1
2255,CHARLTON T. LEWIS,1
2256,ALLAN McCULLOH,1
2257,E.C. POTTER,1
2258,E.W. SCOTT,1
2259,HENRY F. SHOEMAKER,1
2260,WAGER SWAYNE,1
2261,EDWIN THORNE,1
2262,JOHN C. TOMLINSON,1
2263,SAMUEL D. STYLES,1
2264,ADOLPHO H. FISCHER,1
2265,JOHN H. SELMES,1
2266,IRVING M. SHAW,1
2267,ALEXANDER C. MILNE,1
2268,HOBART CLEVELAND,1
2269,HENRY DE PEYSTER,1
2270,JAMES W. ELGAR,1
2271,HARVEY E. FISK,1
2272,RICHARD V. LEWIS,1
2273,RANALD H. MACDONALD,1
2274,BENJAMIN F. MILLS,1
2275,EDWARD A. NEWELL,1
2276,CHARLES ROHE,1
2277,NOEL B. SANBORN,1
2278,ELDRIDGE G. SNOW,1
2279,THOMAS STOKES,1
2280,CHRISTIAN F. TIETJEN,1
2281,PAUL E. BONNER,1
2282,DANIEL CANTY,1
2283,EUGENE DOHERTY,1
2284,CLAUS DOSCHER,1
2285,CULVER FERGUSON,1
2286,JOHN H. FORT,1
2287,JOSEPH E. HINDS,1
2288,JAMES D. LEARY,1
2289,MENDEL LEVY,1
2290,ERNEST OCHS,1
2291,ISAAC SCHEUER,1
2292,CORNELIUS H. TIEBOUT,1
2293,PAUL WEIDMANN,1
2294,HART B. BRUNDRETT,1
2295,OLIN G. WALBRIDGE,1
2296,S.C. MERWIN,1
2297,F.W. LUYTIES,1
2298,JOHN S. BROWNING,1
2299,JNO. F. DEGENER,1
2300,GEORGE A. HEARN,1
2301,H.W. HOOPS,1
2302,THOMAS B. KERR,1
2303,GEORGE LEGG,1
2304,ALEXANDER D. NAPIER,1
2305,GEORGE W. SPENCE,1
2306,CHARLES G. BENNETT,1
2307,RUDOLPH BURKHARDT,1
2308,H. BERNARD COOMBE,1
2309,CHARLES S. CUTTER,1
2310,JOEL B. GOODMAN,1
2311,LOUIS GRAF,1
2312,CHRISTIAN HUNKEN,1
2313,NATHAN H. LEVI,1
2314,P.J. MENAHAN,1
2315,JOHN RUEGER,1
2316,HENRY L. SCHELLING,1
2317,GEORGE W. SHELLAS,1
2318,JOHN WELZ,1
2319,FRANK E. WILSON,1
2320,GEORGE H. WOODWORTH,1
2321,SCOTT FOSTER,1
2322,ADOLPH WIMPFHEIMER,1
2323,WILLIAM MILNE,1
2324,GEORGE A. ZABRISKIE,1
2325,THEODORE W. MORRIS,1
2326,STEVENSON TAYLOR,1
2327,THOMAS WILLIAMS,1
2328,HORACE J. MORSE,1
2329,EDWARD JOHNSON,1
2330,CHARLES A. BOODY,1
2331,ISIDORE M. BON,1
2332,DAVID A. BOODY,1
2333,AMORY S. CARHART,1
2334,WILLIAM M. COLE,1
2335,WILLIAM B. DAVENPORT,1
2336,WILLIAM B. HILL,1
2337,SOLOMON W. JOHNSON,1
2338,ROBERT J. KIMBALL,1
2339,HERBERT L. PRATT,1
2340,HOWARD W. SMITH,1
2341,GEORGE P. TANGEMAN,1
2342,FREDERIC A. WARD,1
2343,DUNCAN D. PARMLY,1
2344,GEORGE M. COFFIN,1
2345,ALFRED M. BULL,1
2346,PIERSON G. DODD,1
2347,DANIEL BACON,1
2348,HENRY S. DESHON,1
2349,W.H.H. MOORE,1
2350,GEORGE L. NICHOLAS,1
2351,RICHARD M. PARMELY,1
2352,HENRY K. POMROY,1
2353,JOHN H. POOL,1
2355,JONATHAN THORNE,1
2356,WILLIAM M. MILLS,1
2357,A. NEWBOLD MORRIS,1
2358,CHARLES W. PARSON,1
2359,E.M. CLARKE,1
2360,E.H. COOK,1
2361,GEORGE B. WHEELER,1
2362,B. BEINECKE,1
2363,HENRY CARPENTER,1
2364,FRANK A. COLLINS,1
2365,WILLIAM T. JAMES,1
2366,L.M. FRANKLIN,1
2367,HENRY L. BOGERT,1
2368,M.D. GOULD,1
2369,JOHN HEPBURN,1
2370,GEORGE LEWIS,1
2371,THEODORE F. SMITH,1
2372,WILLIAM H. VAN SICLEN,1
2373,JOHN H. WILSON,1
2374,HENRY C. SWORDS,1
2375,H.H. CAMMANN,1
2376,HENRY W. REIGHLEY,1
2377,LANSDALE BOARDMAN,1
2378,CHERLES C. BURKE,1
2379,PERCY CHUBB,1
2380,EDWIN A. CRUIKSHANK,1
2381,HORACE S. ELY,1
2382,JOEL FRANCIS FREEMAN,1
2383,ROBERT GOELET,1
2384,FRANKLIN B. LORD,1
2385,JAMES I. RAYMOND,1
2386,J. ROOSEVELT ROOSEVELT,1
2387,CHARLES A. SCHERMERHORN,1
2388,LISPENARD STEWART,1
2389,JAMES M. VARNUM,1
2390,FRANK S. WITHERBEE,1
2391,FRANK STEVENS,1
2392,FRANK H. HALL,1
2393,M.F. CARROLL,1
2394,DANIEL E. CLEARY,1
2395,CHARLES D. THOMPSON,1
2396,WILLIAM G.E. SEE,1
2397,CHARLES W. HUNT,1
2398,GEORGE H. TREDWELL,1
2399,CHARLES E. GRIFFITH,1
2400,EDWARD D. CLARK,1
2401,HERBERT CRABTREE,1
2402,W.J. DAVIDSON,1
2403,RICHARD L.H. FITCH,1
2404,GEORGE M. MATTHIUS,1
2405,AZEL F. MERRILL,1
2406,HENRY P. MORRISON,1
2407,BENEDICT PARKER,1
2408,JOHN F. SMITH,1
2409,J.A. SNYDER,1
2410,FRANK W. TOMPKINS,1
2411,H.C. COPELAND,1
2412,JOHN J. CLANCY,1
2413,H.H. BIZALLION,1
2414,MAX AMS,1
2415,JOHN V.B. CLARKSON,1
2416,A.F. HOLLY,1
2417,GEORGE W. PLUNKITT,1
2418,JOHN REISENWEBER,1
2419,DANIEL SEYMOUR,1
2420,CHARLES N. TAINTOR,1
2421,SAMUEL G. BAYNE,1
2422,S.G. NELSON,1
2423,J.F. THOMPSON,1
2424,C.C. THOMPSON,1
2425,EDWARD C. BODMAN,1
2426,T. WISTAR BROWN,1
2427,LUCIUS A. COLE,1
2428,FRANCIS V. GREENE,1
2429,FRANKLIN QUINBY,1
2430,WILLIAM A. ROSS,1
2431,JOSEPH SEEP,1
2432,WILLIAM C. STURGES,1
2433,WILLIAM H. PHILLIPS,1
2434,GEORGE M. HALSEY,1
2435,D. BARNES,1
2436,GEORGE BELL,1
2437,WILLISTON H. BENEDICT,1
2438,FREDERICK A. BOOTH,1
2439,GEORGE F. CRANE,1
2440,WILLIAM N. CRANE,1
2441,GEORGE H. MACY,1
2442,FREDERICK T. SHERMAN,1
2443,WILLIAM E. STIGER,1
2444,PERRY P. WILLIAMS,1
2445,ROBERT A. PARKER,1
2446,J.S. CASE,1
2447,WILLIAM PABST,1
2448,H.B. DOMINICK,1
2449,ISAAC STERN,1
2450,N.S. MELDRUM,1
2451,ANDREW J. MILLER,1
2452,EDWIN G. WOODLING,1
2453,BENJAMIN GRAHAM,1
2454,W.W. MILLER,1
2455,CHARLES M. PRESTON,1
2456,ALEXANDER C. ROBINSON,1
2457,JAMES TIMPSON,1
2458,G. HENRY WHITCOMB,1
2459,CHARLES H. REYNOLDS,1
2460,WALTER WILMURT,1
2461,WILLIAM F. CORWITH,1
2462,JOHN FALLON,1
2463,HENRY C. FISCHER,1
2464,JAMES MACFARLANE,1
2465,JULIUS MANHEIM,1
2466,WILLIAM G. MILLER,1
2467,WILLIAM NASON,1
2468,JOHN O'BRIEN,1
2469,J.S. OGLIVIE,1
2470,W.H. PORT,1
2471,E.C. SMITH,1
2472,E.G. STACHE,1
2473,W.H. STURGIS,1
2474,JOHN TROUNSTINE,1
2475,JEREMIAH WALSH,1
2476,"R.W. JONES, JR.",1
2477,GEORGE W. ADAMS,1
2478,WILLIAM F. CARLTON,1
2479,CRAWFORD FAIRBANKS,1
2480,ERSKINE HEWITT,1
2481,CHARLES E. LEVY,1
2482,ALEXANDER McDONALD,1
2483,CLARENCE S. DUNNING,1
2484,HENRY S. ANDERSON,1
2485,CHARLES A. DENNY,1
2486,HENRY D. ATWATER,1
2487,WALTER M. AIKMAN,1
2488,"JOHN F. ANDERSON, JR.",1
2489,JAMES C. ATWATER,1
2490,THOMAS O. CALLENDER,1
2491,ISAAC H. CARY,1
2492,STURGIS COFFIN,1
2493,JAMES R. COWING,1
2494,J. WARREN GREENE,1
2495,D.A. BOODY,1
2496,JAMES M. DOREMUS,1
2497,C.F. BROOKS,1
2498,JOHN CONDON,1
2499,THEOPHILIUS OLENA,1
2500,JOHN SCHLEGEL,1
2501,J.F. SCHMADEKE,1
2502,"F.G. SMITH, JR.",1
2503,JOHN L. SPENCE,1
2504,WILLIAM C. LANE,1
2505,LOUIS L. STANTON,1
2506,WILLIAM C. COX,1
2507,EDWARD M.F. MILLER,1
2508,JOHN T. ATTERBURY,1
2509,PAUL D. CRAVATH,1
2510,ALEXANDER H. DE HAVEN,1
2511,SAMUEL M. FELTON,1
2512,PLINY FISK,1
2513,WILLIAM D. GUTHRIE,1
2514,GARDINER M. LANE,1
2515,HENRY W. PUTNAM,1
2516,HENRY SANFORD,1
2517,CHARLES F. SMILLIE,1
2518,SAMUEL SPENCER,1
2519,JOHN A. SPOOR,1
2520,HENRY L. SPRAGUE,1
2521,IRVING A. STEARNS,1
2522,CHARLES STEELE,1
2523,NATHANIEL THAYER,1
2524,FREDERICK P. VOORHEES,1
2526,FREDERICK S. WINSTON,1
2527,OSCAR L. RICHARD,1
2528,ARNOLD KOHN,1
2529,ALBERT I. VOORHIS,1
2530,LUCIUS N. LITTAUER,1
2531,JULIUS J. LYONS,1
2532,EDWIN H. RICHARD,1
2533,JACOB C. SIMON,1
2534,ELIAS SPINGARN,1
2535,CHARLES F. ZENTGRAF,1
2536,WILLIAM H. CLARK,1
2537,ULRICH W. BECKER,1
2538,H.C. HAGEDORN,1
2539,PATRICK BRADY,1
2540,E.C. BRIDGMAN,1
2541,WILLIAM BRYAN,1
2542,GEORGE H. DALEY,1
2543,WILLIAM HORRMANN,1
2544,GEORGE H. KENDAL,1
2545,OTTO LINDEMANN,1
2546,EDUARD C. MEURER,1
2547,J.B. PEARSON,1
2548,FORREST B. ROYAL,1
2549,FEDOR SCHMIDT,1
2550,CARL SCHUMANN,1
2551,WILLY SONNTAG,1
2552,ERNST WHNCKE,1
2553,J. WRAY CLEVELAND,1
2554,NELSON B. SIMON,1
2555,EDWARD O. STANLEY,1
2556,J.W. SHEPARD,1
2557,JULIEN T. DAVIES,1
2558,WILLIAM J. EASTON,1
2559,BENJAMIN D. HICKS,1
2560,JAMES D. LYNCH,1
2561,CHARLES MATLACK,1
2562,FREDERICK POTTER,1
2563,CHARLES RICHARDSON,1
2564,ELLIS D. WILLIAMS,1
2565,LOUIS WINDMULLER,1
2566,WILLIAM H. LEUPP,1
2567,RAYMOND J. CHATRY,1
2568,THOMAS C. CLARKE,1
2569,ALBERT L. BANISTER,1
2570,W. HUNT HALL,1
2571,LAWRENCE O. MURRAY,1
2572,GEORGE BLUMENTHAL,1
2573,GEORGE C. BOLDT,1
2574,W.A. CLARK,1
2575,S.C.T. DODD,1
2576,JAMES M. McDONALD,1
2577,JOHN W. GRIGGS,1
2578,C.I. HUDSON,1
2579,PHILLIP LEHMAN,1
2580,EMERSON McMILLIN,1
2581,SAMUEL A. MAXWELL,1
2582,HENRY S. REDMOND,1
2583,JESSE SPALDING,1
2584,DANIEL LEROY DRESSER,1
2585,ALEXANDER GREIG,1
2586,"THOMAS C. CLARK, JR.",1
2587,W.D. BALDWIN,1
2588,CHARLES F. BROOKER,1
2589,JAMES H. ECKELS,1
2590,THOMAS F. GOODRICH,1
2591,ERASTUS C. KNIGHT,1
2592,CHARLES D. MARVIN,1
2593,BALLARD McCALL,1
2594,JOHN M. PARKER,1
2595,TOM RANDOLPH,1
2596,HENRY C. ROUSE,1
2597,HERBERT L. SATTERLEE,1
2598,H. WAVERLY SMITH,1
2599,CHARLES W. WETMORE,1
2600,EDWARDS WHITAKER,1
2601,DANIEL C. WING,1
2602,THOMAS F. GILROY,1
2603,FRANK B. FRENCH,1
2604,THEODORE DIETERLEN,1
2605,JOSEPH B. KAISER,1
2606,WILLIAM T. PURDY,1
2607,DAVID RUTSKY,1
2608,THOMAS SIMPSON,1
2609,A.H.W. VAN SICKLEN,1
2610,JOHN V. JEWELL,1
2611,J.K. ALEXANDER,1
2612,H.F. GUNNISON,1
2613,E.P. HICKOK,1
2614,ADOLPH KIENDL,1
2615,NICHOLAS RAPELJE,1
2616,WILLIAM S. BECKLEY,1
2617,ALFRED E. FOUNTAIN,1
2618,DAVID B. SICKELS,1
2619,JAMES E. WELLS,1
2620,STEPHEN M. GRISWOLD,1
2621,JAMES McLAREN,1
2622,H.J. STRAUKAMP,1
2623,JAMES T. ASHLEY,1
2624,KENNETH A. SOUTHWORTH,1
2625,JOHN A. BLISS,1
2626,LOUIS BONERT,1
2627,FREDERICK D. COLCORD,1
2628,SAMUEL DEAN,1
2629,PHILLIP H. GILL,1
2630,AUGUST H. GUTKES,1
2631,WILLIAM J. HAZLEWOOD,1
2632,STEPHEN M. HOYE,1
2633,WILLIAM LOCKITT,1
2634,GUSTAV S. SEABORG,1
2635,CHARLES E. SPRAGUE,1
2636,ALEXANDER P.W. KINAN,1
2637,FREDERICK H. ECKER,1
2638,FRANCIS M. LEAKE,1
2639,GEORGE N. BIRDSALL,1
2640,WILLIAM H. LOCKE,1
2641,"C.N. BOVEE, JR.",1
2642,NICHOLAS BREWER,1
2644,ABRAM C. DE GRAW,1
2645,CHARLES G. DOBBS,1
2646,STEPHEN J. GEOGHEGAN,1
2647,JAMES S. HERRMAN,1
2648,WILLIAM G. ROSS,1
2649,FREDERICK WAGNER,1
2650,JACOB W. SCHEU,1
2651,LOUIS A. FAHS,1
2652,HENRY BISCHOFF,1
2653,"HENRY BISCHOFF, JR.",1
2654,HENRY BREUNICH,1
2655,HENRY F. BRUNING,1
2656,MARVIN S. BUTTLES,1
2657,GEORGE W. CORNELL,1
2658,BRUNO DIAZ,1
2659,ADAM FAHS,1
2660,SAMUEL D. FOLSOM,1
2661,CHARLES OTTMANN,1
2662,LOUIS C. RAEGENER,1
2663,HERMAN H. RIES,1
2664,R. RODRIGUEZ,1
2665,NICHOLAS SCHULTZ,1
2666,JACOB SIEGEL,1
2667,"GEORGE H. STONEBRIDGE, JR.",1
2668,ADAM WEBER,1
2669,CORNELIUS D. WOOD,1
2670,JOHN V.B. THAYER,1
2671,E.R. MERRITT,1
2672,CARROLL C. RAWLINGS,1
2673,GEORGE B. CARHART,1
2674,WILLIAM ALEXANDER DUER,1
2675,CHARLES H. LEYLAND,1
2676,ALEXANDER MAITLAND,1
2677,JAMES H. OGILVIE,1
2678,AMASA J. PARKER,1
2679,N. PARKER SHORTRIDGE,1
2680,CHARLES H. TWEED,1
2681,E.B. WESLEY,1
2683,HENRY W. GENNERICH,1
2684,CHARLES F. HOLM,1
2685,HENRY VON MINDEN,1
2686,W.W. WARNER,1
2687,HENRY C. STRAHMANN,1
2688,CHRISTOPHER F. BODE,1
2689,CHRISTIAN F. GENNERICH,1
2690,JOHN GERKEN,1
2691,WILLIAM F. HENCKEN,1
2692,FRANK B. McDONALD,1
2693,WILLIAM P. RINCKHOFF,1
2694,JACOB RUPERT,1
2695,CLIFFORD THOMSON,1
2696,WILLIAM VOLK,1
2697,ARTHUR TURNBULL,1
2698,WILLIAM P. ELLIOT,1
2699,RICHARD M. HURD,1
2700,CLARK WILLIAMS,1
2701,CALVERT BREWER,1
2702,FREDERICK O. BARTON,1
2703,ROBERT A. GRANNISS,1
2704,"GEORGE G. HAVEN, JR.",1
2705,WILLIAM B. LEEDS,1
2706,CHARLES M. PRATT,1
2707,CONSTANT A. ANDREWS,1
2708,JOHN JARDINE,1
2709,JOSEPH B. BLOOMINGDALE,1
2710,ALFRED E. MARLING,1
2711,JOHN HYSLOP,1
2712,RICHARD A. ANTHONY,1
2713,SIMON BORG,1
2714,JAMES A. FRAME,1
2715,FREDERIC N. GODDARD,1
2716,S.O. LIVINGSTON,1
2717,PAYSON MERRILL,1
2718,GEORGE A. MIDDLEBROOK,1
2719,CORNELIUS O'REILLY,1
2720,NOAH C. ROGERS,1
2721,LYMAN J. GAGE,1
2722,JAMES S. CLARK,1
2723,HENRY L. THORNELL,1
2724,LOUIS G. HAMPTON,1
2725,EDWARD COOPER,1
2726,JOHN J. PHELPS,1
2727,CHARLES S. SMITH,1
2728,ANSON PHELPS STOKES,1
2729,DANIEL E. SICKLES,1
2730,R.S. MASTERTON,1
2731,W.F. BRAINARD,1
2732,L.W. LAWRENCE,1
2733,ANDREW LINN,1
2734,E.C. LINN,1
2735,CHARLES MERRIMAN,1
2736,RICHARD PICKERING,1
2737,JOHN T. SPROULL,1
2738,J. MAUS SCHERMERHORN,1
2739,ADDISON H. DAY,1
2740,MAX MARKEL,1
2741,HENRY E. HOWLAND,1
2742,THEODORE M. IVES,1
2743,CHARLES M. ENGLIS,1
2744,JOSEPH B. PIGOT,1
2745,BENJAMIN F. BLAIR,1
2746,I.M. BON,1
2747,CHARLES E. DINGEE,1
2748,JOHN H. HOEFT,1
2749,JESSE JOHNSON,1
2750,HERMANN LINS,1
2751,EDWIN LUDLAM,1
2752,FRANK RUDD,1
2753,W. OSCAR SHADBOLT,1
2754,JOHN BAMBEY,1
2755,CHARLES F. MINOR,1
2756,JOHN J. BARRY,1
2757,WILLIAM R. BEAL,1
2758,WILLIAM HAIGH,1
2759,JOSEPH LIEBERTZ,1
2760,J.H. PARKER,1
2761,WILLIAM H. ZEITNER,1
2762,GEORGE C. THOMAS,1
2763,PATRICK S. TREACY,1
2764,WALTER B. ATTERBURY,1
2765,L.A. CHENEY,1
2766,WILLIAM E. DILLER,1
2767,HARRIE A. JAMES,1
2768,THOMAS F. MURPHY,1
2769,CHARLES NEUENDORFFER,1
2770,RALPH WALDO,1
2771,CASSIUS M. WICKER,1
2772,HENRY C. WILCOX,1
2773,WILLIAM P. YOUNGS,1
2774,DAVID M. MORRISON,1
2775,CHARLES F. CLARK,1
2776,GEORGE AUSTIN MORRISON,1
2777,FRANCIS H. PAGE,1
2778,H.F. PRICE,1
2779,M.S. LOTT,1
2780,J. FREDERICK CHAMBERLIN,1
2781,CHARLES F. CUTLER,1
2782,H.J.S. HALL,1
2783,CARL SCHEFER,1
2784,SETH E. THOMAS,1
2785,WILLIAM WHITING,1
2786,HOMER S. KING,1
2787,A.W. ZIMMERMANN,1
2788,JAMES B. ARTHUR,1
2789,DUDLEY EVANS,1
2790,JOSEPH C. GOTHWAITE,1
2791,W.R. HUNTINGTON,1
2792,WILLIAM A. JENNINGS,1
2793,HARRY E. MANCHESTER,1
2794,WILLIAM V. NEVINS,1
2795,EMORY A. STEDMAN,1
2796,ALPHONSE W. ZIMMERMANN,1
2797,FREDERICK K. KELLER,1
2798,THEODORE M. BERTINE,1
2799,FREDERICK BECK,1
2800,JOSEPH EASTMAN,1
2801,MAYER EISEMANN,1
2802,AUGUST FINCK,1
2803,GEORGE KARSCH,1
2804,A.W. MILLER,1
2805,W. EDGAR PRUDEN,1
2806,JOSEPH STERN,1
2807,STEPHEN G. COOK,1
2808,JOHN S. SCULLY,1
2809,JOHN CAVAGNARO,1
2810,JOHN H. HUDSON,1
2811,JOHN J.V. BURKE,1
2812,DAVID McCLURE,1
2813,CLARENCE O. BIGELOW,1
2814,WALTER V. BISHOP,1
2815,JOHN J. BROGAN,1
2816,JOHN C. CARPENTER,1
2817,WILLIAM L. CARRIGAN,1
2818,JOHN H. DORN,1
2819,CHARLES E. DUROSS,1
2820,JAMES H. FOLAN,1
2821,JOHN HASSALL,1
2822,JAMES B. HORNER,1
2823,ERNEST A.G. INTEMANN,1
2824,WASHINGTON L. JAQUES,1
2825,HARRY L. JOYCE,1
2826,SAMUEL M. JOHNSON,1
2827,PATRICK F. McGOWAN,1
2828,GEORGE E. MARKS,1
2829,SAMUEL H. PAULDING,1
2830,CLARENCE J. RAMSEY,1
2831,JOSEPH ROWAN,1
2832,F. LEROY SATTERLEE,1
2833,DAN H. SMITH,1
2834,WALTER STABLER,1
2835,ALBER ELDRIDGE STRATTON,1
2836,CHARLES H. VAN AKEN,1
2837,NELSON S. WESTCOTT,1
2838,JOHN HOAG,1
2839,FRANCIS M. CARPENTER,1
2840,HOWARD WILLETS,1
2841,CHARLES P. MARSDEN,1
2842,RICHARD H. BURDSALL,1
2843,EDWARD F. HILL,1
2844,EDSON LEWIS,1
2845,RICHARD P. LOUNSBERY,1
2846,ISAAC W. MCCLAY,1
2847,DANIEL S. REMSEN,1
2848,HENRY SIDENBERG,1
2849,WILLIAM SLOANE,1
2850,MOSES TAYLOR,1
2851,ROBERT B. VAN CORTALNDT,1
2852,W.L. MOYER,1
2853,H.A. SMITH,1
2854,C.L. ROBINSON,1
2855,JUAN M. CEBALLOS,1
2856,"WILLIAM N. COLER, JR.",1
2857,JOHN F. DRYDEN,1
2858,MARTIN ERDMANN,1
2859,DAVID H. MOFFAT,1
2860,JAMES H. PARKER,1
2861,SIDNEY F. TYLER,1
2862,JEREMIAH V. MESEROLE,1
2863,WILLIAM E. FORWILL,1
2864,SAMUEL M. MEEKER,1
2865,WILLIAM F. BURNS,1
2866,CHARLES J. PASFIELD,1
2867,JAMES F. BENDERNAGLE,1
2868,ABRAM COOKE,1
2870,JAMES R. HOWE,1
2871,BRAINARD G. LATIMER,1
2872,HENRY U. PALMER,1
2873,PETER WYCKOFF,1
2874,W. ADDISON FIELD,1
2875,T.H. McFARLAND,1
2876,IRA LEO BAMBERGER,1
2877,CHARLES M. DAVIDSON,1
2878,GUSTAV J.L. DOERSCHUCK,1
2879,CHARLES ENGERT,1
2880,FANK HARVEY FIELD,1
2881,FREDERICK G. LEMMERMANN,1
2882,JOSEPH LIEBMANN,1
2883,THOMAS J. PATTERSON,1
2884,WILLARD P. REID,1
2885,SIMON F. ROTHSCHILD,1
2886,ROBERT T. WHALEN,1
2887,EMIL UNGER,1
2888,RICHARD H. ADAMS,1
2889,E.B. AMEND,1
2890,CHARLES C. CLAUSEN,1
2891,HENRY DIEDEL,1
2892,JULIUS A. MAY,1
2893,HENRY F. POGGENBURG,1
2894,"JACOB RUPERT, JR.",1
2895,JACOB SCHLOSSER,1
2896,LEOPOLD SCHMID,1
2897,LOUIS VON BERNUTH,1
2898,MOSES WEINMAN,1
2899,A.P. AVERY,1
2900,LOUIS G. BURGER,1
2901,E.E. BUNCE,1
2902,EDWARD BUSH,1
2903,ANSEL L. FREEMAN,1
2904,FREDERICK H. NARWOOD,1
2905,HENRY SCHADE,1
2906,GEORGE W. SCHAEDLE,1
2907,JACOB H. SCHIFF,1
2908,WALTER E. FREW,1
2909,CHRISTIAN FRIEDMANN,1
2910,ADOLPH GOEPEL,1
2911,EDWARD L. GRAEF,1
2912,J.C. HACKER,1
2913,JOHN F. HILDEBRAND,1
2914,ADOLPH JAHN,1
2915,GUSTAVE A. JAHN,1
2916,RICHARD KNY,1
2917,P.J. KORNDER,1
2918,AUGUSTUS KURTH,1
2919,JULIUS LEHRENKRAUSS,1
2920,HERMAN LINS,1
2921,J.B.M. GROSVENOR,1
2922,FRANCIS H. LEGGETT,1
2923,EDWARD OOTHOUT,1
2924,W.J. BURNETT,1
2925,H.M. THOMAS,1
2926,C.W. HALLETT,1
2927,J.H. SMEDLEY,1
2928,L.P. DEXTER,1
2929,D.S. JONES,1
2930,"BENJAMIN MOORE, JR.",1
2931,A.T. PAYNE,1
2932,W.H. SLEBRECHT,1
2933,C.A. THOMPSON,1
2934,G.W. WILLIAMS,1
2935,JOSEPH W. HARRIMAN,1
